datafile,description
G32831.HEC-1-A.json,tumor_type=UCEC;dataset=CCLE;organ=Uterus;lineage=Endometrial cells;cluster=RT;ABL2 mut;ARHGEF12 mut;BCL11A mut;BRAF mut;CBL mut;CD79B mut;CTNNB1 mut;EGFR mut;ERBB2 mut;ERBB3 mut;ESR1 mut;FOXA1 mut;FOXO4 mut;GNAQ mut;IL21R mut;KRAS mut;MAP2K2 mut;MET mut;MKL1 mut;MLLT4 mut;MLLT6 mut;MYH9 mut;NCOA2 mut;NFATC2 mut;NTRK1 mut;NUP214 mut;NUTM1 mut;PAX5 mut;PDGFRB mut;PIK3CA mut;PLCG1 mut;PPP2R1A mut;PRDM16 mut;PTPRK mut;RBM15 mut;RHOH mut;ROS1 mut;SETBP1 mut;SH3GL1 mut;TERT mut;TET1 mut;U2AF1 mut;ARID1A trunc;BCOR trunc;CASP8 trunc;COL2A1 trunc;MAP3K1 trunc;RAD21 trunc;SMARCA4 trunc;ARID1A hetdel & mis;ARID1B hetdel & mis;ARID2 hetdel & mis;ATM hetdel & mis;ATRX hetdel & mis;AXIN2 hetdel & mis;CASP8 hetdel & mis;CIC hetdel & mis;DAXX hetdel & mis;DICER1 hetdel & mis;EP300 hetdel & mis;ERCC2 hetdel & mis;EXT1 hetdel & mis;FAM46C hetdel & mis;FH hetdel & mis;GRIN2A hetdel & mis;KMT2C hetdel & mis;KMT2D hetdel & mis;MAP3K13 hetdel & mis;NF1 hetdel & mis;NFE2L2 hetdel & mis;PRF1 hetdel & mis;SMAD4 hetdel & mis;SMARCA4 hetdel & mis;TET2 hetdel & mis;TP53 hetdel & mis;TSC2 hetdel & mis;WAS hetdel & mis;WT1 hetdel & mis
G32831.HEL_92.1.7.json,tumor_type=LAML;subtype=AML;dataset=CCLE;organ=Blood;lineage=Myeloid;cluster=DM;ARHGEF12 mut;FGFR3 mut;CNOT3 hetdel & mis;POLE hetdel & mis;TP53 hetdel & mis;CBLB homdel;CDKN2A homdel
G32831.HPAC.json,tumor_type=PAAD;subtype=PACA;dataset=CCLE;organ=Pancreas;lineage=Pancreatic ductal epithelium;cluster=INVDUP;FUS mut;KRAS mut;PIK3CA mut;RALGDS mut;ARID1A trunc;CDKN2A trunc;KDM6A trunc;SMAD4 trunc;KLF6 hetdel & mis;TP53 hetdel & mis
G32831.HT-1376.json,tumor_type=BLCA;dataset=CCLE;organ=Bladder;lineage=Urothelium;cluster=DM;REL mut;ARID1A trunc;RB1 trunc;ARID1A hetdel & mis;TP53 hetdel & mis
G32831.HT-144.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=CCLE;organ=Skin;lineage=Melanocyte;cluster=SPARSE;BRAF mut;NDRG1 mut;PDGFRA mut;PTPRB mut;RAF1 mut;STAT3 mut;ATM trunc;FANCA hetdel & mis;FANCD2 hetdel & mis;CDKN2A homdel
G32831.HT115.json,tumor_type=COAD/READ;subtype=COAD;dataset=CCLE;organ=Colon;lineage=Colon epithelium;cluster=DM;ALK mut;ARHGAP26 mut;BCL6 mut;BRAF mut;BRD3 mut;CBL mut;CREBBP mut;ESR1 mut;ETV5 mut;EZH2 mut;FLT3 mut;FLT4 mut;GNAQ mut;GNAS mut;HIST1H3B mut;IKBKB mut;ITK mut;JAK2 mut;JAK3 mut;KAT6A mut;KDM5A mut;KDR mut;KMT2A mut;MAML2 mut;MDM2 mut;MDM4 mut;MET mut;MLF1 mut;MYH9 mut;NOTCH2 mut;NR4A3 mut;NRG1 mut;NTRK1 mut;NTRK3 mut;NUP98 mut;PDGFRA mut;PDGFRB mut;PIK3CA mut;PPP6C mut;PTPN11 mut;RANBP2 mut;RBM15 mut;SF3B1 mut;SFPQ mut;SMO mut;SS18 mut;TET1 mut;WHSC1L1 mut;AMER1 trunc;APC trunc;BRCA1 trunc;BRCA2 trunc;CDH1 trunc;KMT2C trunc;MSH6 trunc;NF1 trunc;PBRM1 trunc;TP53 trunc;APC hetdel & mis;ARID1B hetdel & mis;ARID2 hetdel & mis;ATM hetdel & mis;ATR hetdel & mis;ATRX hetdel & mis;BMPR1A hetdel & mis;BRCA1 hetdel & mis;BRCA2 hetdel & mis;BRIP1 hetdel & mis;BUB1B hetdel & mis;CASP8 hetdel & mis;CDC73 hetdel & mis;CDK12 hetdel & mis;CHEK2 hetdel & mis;CNOT3 hetdel & mis;DICER1 hetdel & mis;DNMT3A hetdel & mis;ECT2L hetdel & mis;EP300 hetdel & mis;ERCC2 hetdel & mis;ERCC4 hetdel & mis;EXT2 hetdel & mis;EZH2 hetdel & mis;FANCC hetdel & mis;FBXW7 hetdel & mis;GRIN2A hetdel & mis;KMT2C hetdel & mis;KMT2D hetdel & mis;MSH6 hetdel & mis;NCOR1 hetdel & mis;NF1 hetdel & mis;NOTCH2 hetdel & mis;PALB2 hetdel & mis;PBRM1 hetdel & mis;PHOX2B hetdel & mis;PMS2 hetdel & mis;POLE hetdel & mis;RAD21 hetdel & mis;RNF43 hetdel & mis;SETD2 hetdel & mis;SMARCA4 hetdel & mis;TET2 hetdel & mis;TSC1 hetdel & mis;WRN hetdel & mis
G32831.Hs_294T.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=CCLE;organ=Skin;lineage=Melanocyte;cluster=TRANSLOCATION;BRAF mut;CREBBP mut;MED12 mut;NSD1 mut;RET mut;SETBP1 mut;KMT2D hetdel & mis;SMAD4 hetdel & mis;TP53 hetdel & mis
G32831.Hs_944.T.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=CCLE;organ=Skin;lineage=Melanocyte;cluster=INV;NRAS mut;CYLD trunc;PTEN trunc;TP53 trunc;AMER1 hetdel & mis;ARID1B hetdel & mis;BLM hetdel & mis;CDKN2A hetdel & mis;DAXX hetdel & mis;FBXW7 hetdel & mis;GRIN2A hetdel & mis;NCOR1 hetdel & mis;SMARCA4 hetdel & mis
G32831.HuTu_80.json,tumor_type=UNKNOWN;subtype=SIAD;dataset=CCLE;organ=Small intestine;lineage=other;cluster=RT;CTNNB1 mut;MUC1 mut;PTPRC mut;BRCA2 trunc;SMARCA4 trunc;WT1 hetdel & mis
G32831.IGROV1.json,tumor_type=OV;dataset=CCLE;organ=Ovary;lineage=Ovarian epithelium;cluster=RT;ARHGEF12 mut;BCL9 mut;BCL11B mut;CARD11 mut;CBL mut;CCNB1IP1 mut;CDK6 mut;CREBBP mut;ERBB3 mut;FLT3 mut;IKZF1 mut;JAK3 mut;KDR mut;KMT2A mut;MYB mut;NCOA2 mut;NCOA4 mut;NFATC2 mut;NKX2-1 mut;NUP98 mut;NUTM1 mut;PAX5 mut;PIK3CA mut;PRDM16 mut;PTPN11 mut;PTPRB mut;PTPRC mut;RANBP2 mut;RET mut;RHOA mut;SF3B1 mut;SFPQ mut;TET1 mut;USP6 mut;ARID1A trunc;CASP8 trunc;DICER1 trunc;EP300 trunc;GATA3 trunc;KMT2D trunc;MAP3K1 trunc;MLH1 trunc;RB1 trunc;SMAD4 trunc;TP53 trunc;ATM hetdel & mis;AXIN1 hetdel & mis;BCOR hetdel & mis;BRCA2 hetdel & mis;CBLC hetdel & mis;CDK12 hetdel & mis;CDKN2C hetdel & mis;CIC hetdel & mis;FAM46C hetdel & mis;FANCA hetdel & mis;FH hetdel & mis;IKZF1 hetdel & mis;MLH1 hetdel & mis;NCOR1 hetdel & mis;NF2 hetdel & mis;PALB2 hetdel & mis;PMS1 hetdel & mis;PRDM1 hetdel & mis;PTEN hetdel & mis;SMAD4 hetdel & mis;SMARCA4 hetdel & mis;STAG2 hetdel & mis;TP53 hetdel & mis;TSC2 hetdel & mis
G32831.Ishikawa__Heraklio__02_ER-.json,tumor_type=UCEC;dataset=CCLE;organ=Uterus;lineage=Endometrial cells;cluster=SPARSE;ABL1 mut;AKT2 mut;EGFR mut;ETV1 mut;ETV4 mut;FGFR1 mut;IDH2 mut;JAK3 mut;KAT6A mut;KAT6B mut;KMT2A mut;MDM4 mut;MLLT1 mut;MLLT4 mut;MLLT6 mut;NRG1 mut;NUP98 mut;NUTM1 mut;PDGFRB mut;PLAG1 mut;PTPRK mut;ROS1 mut;SH3GL1 mut;USP6 mut;WHSC1 mut;ARID1A trunc;ATM trunc;BLM trunc;CDKN1B trunc;ECT2L trunc;KMT2D trunc;MAP2K4 trunc;NOTCH1 trunc;POLE trunc;RB1 trunc;ARID1B hetdel & mis;ATR hetdel & mis;ATRX hetdel & mis;AXIN1 hetdel & mis;AXIN2 hetdel & mis;CNOT3 hetdel & mis;KMT2C hetdel & mis;KMT2D hetdel & mis;MAP2K4 hetdel & mis;MSH6 hetdel & mis;NF1 hetdel & mis;PIK3R1 hetdel & mis;PMS2 hetdel & mis;POLE hetdel & mis;SMARCE1 hetdel & mis;STK11 hetdel & mis;TP53 hetdel & mis;TSC2 hetdel & mis;WRN hetdel & mis
G32831.JHH-1.json,tumor_type=LIHC;dataset=CCLE;organ=Liver;lineage=Hepatocyte;cluster=PYRGO;CIITA mut;CREBBP mut;GNAS mut;NOTCH1 mut;ROS1 mut;BRIP1 trunc;APC hetdel & mis;CIC hetdel & mis;NOTCH1 hetdel & mis;TET2 hetdel & mis;WRN hetdel & mis;XPC hetdel & mis
G32831.JHH-7.json,tumor_type=LIHC;dataset=CCLE;organ=Liver;lineage=Hepatocyte;cluster=BRD;BCL9 mut;FLT3 mut;MLLT10 mut;NOTCH1 mut;RANBP2 mut;ROS1 mut;ARID1B hetdel & mis;ARID2 hetdel & mis;BRCA1 hetdel & mis;DNMT3A hetdel & mis;FANCE hetdel & mis;KMT2C hetdel & mis;NCOR1 hetdel & mis;NOTCH1 hetdel & mis;PMS1 hetdel & mis;PTCH1 hetdel & mis;TP53 hetdel & mis
G32831.JHUEM-1.json,tumor_type=UCEC;dataset=CCLE;organ=Uterus;lineage=Endometrial cells;cluster=QUIET;ABL1 mut;DEK mut;ETV1 mut;FOXP1 mut;FUS mut;GNAS mut;IDH2 mut;IRF4 mut;KAT6A mut;KAT6B mut;MED12 mut;MLLT4 mut;MYH9 mut;MYO5A mut;PDGFRA mut;PIK3CA mut;PPP2R1A mut;RANBP2 mut;SETBP1 mut;ARID1A trunc;ARID1B trunc;COL2A1 trunc;EP300 trunc;KMT2D trunc;MSH2 trunc;NF1 trunc;PTEN trunc;WRN trunc;ARID1A hetdel & mis;ATR hetdel & mis;BRCA1 hetdel & mis;CDKN2A hetdel & mis;COL2A1 hetdel & mis;DAXX hetdel & mis;FBXW7 hetdel & mis;MAP3K1 hetdel & mis;POLE hetdel & mis;PRDM1 hetdel & mis;PRF1 hetdel & mis;PTEN hetdel & mis;RNF43 hetdel & mis;SMAD4 hetdel & mis;SMARCA4 hetdel & mis;TSC2 hetdel & mis;WT1 hetdel & mis;RECQL4 homdel
G32831.KALS-1.json,tumor_type=LGG;dataset=CCLE;organ=Brain;lineage=Glial;cluster=CHROMOPLEXY;NCOA4 mut;NPM1 mut;PDGFRB mut;ROS1 mut;STAT6 mut;NF1 trunc;PTEN trunc;STK11 trunc;CDKN2C hetdel & mis;KMT2D hetdel & mis;TP53 hetdel & mis
G32831.KARPAS-299.json,tumor_type=UNKNOWN;subtype=MALY_tcl;dataset=CCLE;organ=Blood;lineage=other;cluster=RT;NUP214 mut;PTPRC mut;ATR trunc;TP53 hetdel & mis
G32831.KLE.json,tumor_type=UCEC;dataset=CCLE;organ=Uterus;lineage=Endometrial cells;cluster=BRD;ALK mut;GNAS mut;ARID1B trunc;ATM trunc;BUB1B hetdel & mis;DNM2 hetdel & mis;FBXW7 hetdel & mis;TP53 hetdel & mis;MAP2K4 homdel
G32831.KM12.json,tumor_type=COAD/READ;subtype=COAD;dataset=CCLE;organ=Colon;lineage=Colon epithelium;cluster=RT;ALK mut;BCL11B mut;BRD3 mut;CREBBP mut;ERBB2 mut;FGFR3 mut;FOXA1 mut;GNAS mut;IKZF1 mut;KDR mut;KMT2A mut;MAFB mut;MALT1 mut;MDM4 mut;MYD88 mut;MYH11 mut;NFATC2 mut;NOTCH1 mut;NOTCH2 mut;NRG1 mut;PAX7 mut;PLCG1 mut;PML mut;PRDM16 mut;PTPRB mut;RBM15 mut;REL mut;RHOA mut;SF3B1 mut;SYK mut;APC trunc;AXIN1 trunc;CDK12 trunc;CIC trunc;COL2A1 trunc;FANCA trunc;KDM6A trunc;PTEN trunc;TP53 trunc;TSC1 trunc;AMER1 hetdel & mis;APC hetdel & mis;ARID1A hetdel & mis;ATM hetdel & mis;BRCA1 hetdel & mis;BRCA2 hetdel & mis;CHEK2 hetdel & mis;CIC hetdel & mis;CNOT3 hetdel & mis;DNM2 hetdel & mis;EP300 hetdel & mis;GRIN2A hetdel & mis;IKZF1 hetdel & mis;KMT2C hetdel & mis;KMT2D hetdel & mis;MSH2 hetdel & mis;NF1 hetdel & mis;NOTCH1 hetdel & mis;NOTCH2 hetdel & mis;POT1 hetdel & mis;PRDM1 hetdel & mis;PRF1 hetdel & mis;PTCH1 hetdel & mis;TP53 hetdel & mis;TSC2 hetdel & mis;WAS hetdel & mis;WRN hetdel & mis
G32831.KU-19-19.json,tumor_type=BLCA;dataset=CCLE;organ=Bladder;lineage=Urothelium;cluster=BR;AKT1 mut;BCL6 mut;CIITA mut;FOXP1 mut;IL6ST mut;NRAS mut;PRDM16 mut;TERT mut;ARID1A trunc;EP300 trunc;KDM6A trunc;KMT2D trunc;GRIN2A hetdel & mis;POLE hetdel & mis;CDKN2A homdel
G32831.KYM-1.json,tumor_type=SARC;subtype=SARC_myo;dataset=CCLE;organ=Soft tissue;lineage=Connective tissue cells;cluster=INVDUP;ARHGEF12 mut;CBFA2T3 mut;MLLT4 mut;TET1 mut;BRIP1 hetdel & mis;CASP8 hetdel & mis;TET2 hetdel & mis;SMARCB1 homdel
G32831.KYSE-520.json,tumor_type=ESCA;subtype=ESSC;dataset=CCLE;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=PYRGO;ERG mut;ITK mut;KDM5A mut;MYH9 mut;NCOA1 mut;NOTCH2 mut;PAX5 mut;FAS trunc;NFE2L2 trunc;NOTCH2 trunc;AXIN2 hetdel & mis;CDKN1B hetdel & mis;FH hetdel & mis;NOTCH2 hetdel & mis;TSC2 hetdel & mis
G32831.KYSE-70.json,tumor_type=ESCA;subtype=ESSC;dataset=CCLE;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=BRD;ARHGEF12 mut;FOXA1 mut;KIT mut;MAP2K2 mut;MUC1 mut;NRG1 mut;RET mut;USP6 mut;ARID1A trunc;NCOR1 trunc;TP53 trunc;CDKN1B hetdel & mis;FH hetdel & mis;GATA3 hetdel & mis;NCOR1 hetdel & mis;NFE2L2 hetdel & mis;TP53 hetdel & mis
G32831.LAMA-84.json,tumor_type=LCML;subtype=MPN;dataset=CCLE;organ=Blood;lineage=Myeloid;cluster=TRANSLOCATION;TP53 trunc;PRF1 hetdel & mis;WRN hetdel & mis;CDKN2A homdel
G32831.LC-1F.json,tumor_type=LUSC;dataset=CCLE;organ=Lung;lineage=Squamous bronchial epithelium;cluster=TRANSLOCATION;EWSR1 mut;FGFR1OP mut;SRSF2 mut;KMT2C trunc;HNF1A hetdel & mis;PIK3R1 hetdel & mis;TP53 hetdel & mis;XPA hetdel & mis;CDKN2A homdel;NFE2L2 homdel
G32831.LK-2.json,tumor_type=LUSC;dataset=CCLE;organ=Lung;lineage=Squamous bronchial epithelium;cluster=SPARSE;ARHGAP26 mut;MLLT4 mut;PDGFRB mut;PTPRC mut;RANBP2 mut;APC trunc;KMT2D trunc;APC hetdel & mis;BUB1B hetdel & mis;CDKN2A hetdel & mis;COL2A1 hetdel & mis;FANCA hetdel & mis;NFE2L2 hetdel & mis;PRDM1 hetdel & mis;TP53 hetdel & mis
G32831.LN-18.json,tumor_type=GBM;dataset=CCLE;organ=Brain;lineage=Glial;cluster=CHROMOPLEXY;IKZF1 mut;IL21R mut;JAK3 mut;MED12 mut;MLLT4 mut;NKX2-1 mut;PTPRC mut;PTPRK mut;ROS1 mut;TCF7L2 mut;NKX2-1 amp;BRCA2 hetdel & mis;EP300 hetdel & mis;ERCC2 hetdel & mis;IKZF1 hetdel & mis;TP53 hetdel & mis;CDKN2A homdel
G32831.LN-229.json,tumor_type=GBM;dataset=CCLE;organ=Brain;lineage=Glial;cluster=DDT;ERBB2 mut;H3F3A mut;JAK3 mut;NCOA1 mut;PTPN11 mut;USP6 mut;RAD21 trunc;BCOR hetdel & mis;CIC hetdel & mis;FANCC hetdel & mis;FBXO11 hetdel & mis;TP53 hetdel & mis;CDKN2C homdel
G32831.LS411N.json,tumor_type=COAD/READ;subtype=COAD;dataset=CCLE;organ=Colon;lineage=Colon epithelium;cluster=INVDUP;BCL6 mut;BRAF mut;BRD4 mut;CCND2 mut;CDK4 mut;EGFR mut;ERBB2 mut;ERBB3 mut;ERG mut;FGFR1 mut;FGFR1OP mut;FLT3 mut;FLT4 mut;GNA11 mut;GNAS mut;IKZF1 mut;IL21R mut;ITK mut;JAK2 mut;JAK3 mut;KAT6B mut;MET mut;MKL1 mut;MLLT6 mut;MLLT10 mut;MUC1 mut;MYH9 mut;NCOA4 mut;NDRG1 mut;NFATC2 mut;NOTCH1 mut;NOTCH2 mut;NSD1 mut;NTRK1 mut;NTRK3 mut;NUP214 mut;PTPRB mut;PTPRC mut;PTPRK mut;RARA mut;RHOH mut;RUNX1T1 mut;SETBP1 mut;SFPQ mut;SH3GL1 mut;STAT5B mut;TET1 mut;APC trunc;ARID1A trunc;ARID2 trunc;BCOR trunc;BRIP1 trunc;CASP8 trunc;DNMT3A trunc;FANCA trunc;KMT2D trunc;MLH1 trunc;MUTYH trunc;PRDM1 trunc;PTEN trunc;TET2 trunc;TP53 trunc;ARID1B hetdel & mis;ARID2 hetdel & mis;ATM hetdel & mis;ATRX hetdel & mis;BRCA1 hetdel & mis;BRCA2 hetdel & mis;CBLB hetdel & mis;CBLC hetdel & mis;CDC73 hetdel & mis;CHEK2 hetdel & mis;CIC hetdel & mis;DICER1 hetdel & mis;DNMT3A hetdel & mis;EXT1 hetdel & mis;EXT2 hetdel & mis;FANCD2 hetdel & mis;FBXO11 hetdel & mis;FBXW7 hetdel & mis;HNF1A hetdel & mis;IKZF1 hetdel & mis;KMT2C hetdel & mis;KMT2D hetdel & mis;MAP2K4 hetdel & mis;MAP3K13 hetdel & mis;MLH1 hetdel & mis;NBN hetdel & mis;NF1 hetdel & mis;NOTCH1 hetdel & mis;NOTCH2 hetdel & mis;PMS1 hetdel & mis;PTCH1 hetdel & mis;RAD21 hetdel & mis;RAD51B hetdel & mis;STAG2 hetdel & mis;TSC2 hetdel & mis;XPC hetdel & mis;ZRSR2 hetdel & mis
G32831.LS513.json,tumor_type=COAD/READ;subtype=COAD;dataset=CCLE;organ=Colon;lineage=Colon epithelium;cluster=RT;ABL2 mut;ALK mut;BRAF mut;KAT6B mut;KRAS mut;MET mut;PDGFB mut;PTPRK mut;RAF1 mut;RANBP2 mut;KMT2D hetdel & mis;MUTYH hetdel & mis;NFE2L2 hetdel & mis;SMARCA4 hetdel & mis
G32831.LS_180.json,tumor_type=COAD/READ;subtype=COAD;dataset=CCLE;organ=Colon;lineage=Colon epithelium;cluster=RT;BCL11A mut;BRAF mut;CBFB mut;CDK6 mut;CEBPA mut;CTNNB1 mut;FGFR1 mut;FLT4 mut;GATA2 mut;JAK1 mut;KDM5A mut;KDR mut;KRAS mut;MYH9 mut;MYO5A mut;PDGFRB mut;PIK3CA mut;RUNX1T1 mut;SETBP1 mut;STAT6 mut;ARID1A trunc;EXT1 trunc;FBXO11 trunc;GATA3 trunc;KDM6A trunc;KMT2D trunc;APC hetdel & mis;AXIN2 hetdel & mis;BLM hetdel & mis;BRCA1 hetdel & mis;CIC hetdel & mis;CNOT3 hetdel & mis;EP300 hetdel & mis;ERCC5 hetdel & mis;FANCA hetdel & mis;FANCF hetdel & mis;FBXO11 hetdel & mis;KDM6A hetdel & mis;MEN1 hetdel & mis;MLH1 hetdel & mis;PTEN hetdel & mis;RNF43 hetdel & mis;STK11 hetdel & mis;TSC1 hetdel & mis
G32831.LU99.json,tumor_type=UNKNOWN;subtype=NSCLC;dataset=CCLE;organ=Lung;lineage=other;cluster=INVDUP;FUS mut;KDR mut;KRAS mut;MDM4 mut;NCOA2 mut;PIK3CA mut;EP300 trunc;APC hetdel & mis;ATR hetdel & mis;BRCA1 hetdel & mis;FANCD2 hetdel & mis;POLE hetdel & mis;CDKN2A homdel
G32831.LoVo.json,tumor_type=COAD/READ;subtype=COAD;dataset=CCLE;organ=Colon;lineage=Colon epithelium;cluster=RT;AKT2 mut;ALK mut;BCL11A mut;CREBBP mut;CTNNB1 mut;FGFR3 mut;FLT4 mut;GNAS mut;JAK1 mut;KRAS mut;MALT1 mut;MLLT6 mut;MYH9 mut;MYO5A mut;NFIB mut;NOTCH1 mut;NRG1 mut;NUP214 mut;PLCG1 mut;PTPRC mut;RAF1 mut;RUNX1 mut;SMO mut;TET1 mut;APC trunc;ARID1A trunc;BCOR trunc;CHEK2 trunc;COL2A1 trunc;KMT2D trunc;NBN trunc;PMS1 trunc;APC hetdel & mis;ARID1B hetdel & mis;AXIN1 hetdel & mis;AXIN2 hetdel & mis;CASP8 hetdel & mis;DDB2 hetdel & mis;DICER1 hetdel & mis;DNMT3A hetdel & mis;ERCC3 hetdel & mis;FANCA hetdel & mis;FBXW7 hetdel & mis;HNF1A hetdel & mis;MEN1 hetdel & mis;NF1 hetdel & mis;NOTCH1 hetdel & mis;PHF6 hetdel & mis;SMARCD1 hetdel & mis;MSH2 homdel
G32831.MCF7.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;FLT3 mut;PAX5 mut;PIK3CA mut;PRDM16 mut;NRAS amp;EP300 trunc;GATA3 trunc;DNM2 hetdel & mis;MAP3K13 hetdel & mis;NBN hetdel & mis;PALB2 hetdel & mis;CDKN2A homdel
G32831.MDA-MB-134-VI.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=DM;RALGDS mut;ARID1A trunc;MAP2K4 hetdel & mis
G32831.MDA-MB-157.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=BFB;GATA1 mut;MED12 mut;PDGFRB mut;RAC1 mut;NF1 trunc;TP53 trunc;BAP1 hetdel & mis;MLH1 hetdel & mis;MSH6 hetdel & mis;SDHAF2 hetdel & mis;AXIN1 homdel;TSC2 homdel
G32831.MDA-MB-175-VII.json,tumor_type=BRCA;subtype=BRCA_lumornorm;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;NCOA4 mut;USP6 mut;ARID1A trunc;NF1 trunc;KMT2C hetdel & mis
G32831.MDA-MB-231.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=CHROMOPLEXY;BRAF mut;CD79A mut;KMT2A mut;KRAS mut;MYCL mut;PDGFRA mut;NF2 trunc;ATM hetdel & mis;PBRM1 hetdel & mis;TP53 hetdel & mis;WAS hetdel & mis;CDKN2A homdel
G32831.MDA-MB-361.json,tumor_type=BRCA;subtype=BRCA_her2;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=BR;ABL2 mut;AKT1 mut;BRAF mut;EGFR mut;ETV5 mut;ETV6 mut;MAP2K2 mut;MKL1 mut;MLLT10 mut;NOTCH1 mut;NUTM1 mut;PIK3CA mut;PPARG mut;RSPO3 mut;SH2B3 mut;TCF7L2 mut;ARID1A trunc;CDKN2A trunc;KDM5C trunc;TP53 trunc;ARID1A hetdel & mis;ATRX hetdel & mis;BAP1 hetdel & mis;BRCA2 hetdel & mis;BRIP1 hetdel & mis;CDKN1B hetdel & mis;CDKN2A hetdel & mis;ERCC5 hetdel & mis;GRIN2A hetdel & mis;MAP3K13 hetdel & mis;NOTCH1 hetdel & mis;PTCH1 hetdel & mis;RAD21 hetdel & mis
G32831.MDA-MB-453.json,tumor_type=BRCA;subtype=BRCA_her2;dataset=CCLE;organ=Breast;lineage=Breast duct epithelium;cluster=PYRGO;BRD3 mut;BRD4 mut;FGFR1OP mut;FGFR4 mut;KAT6B mut;MYH11 mut;MYO5A mut;NKX2-1 mut;NUP98 mut;PAX5 mut;PIK3CA mut;RBM15 mut;TET1 mut;CDH1 trunc;ATM hetdel & mis;CIC hetdel & mis;FANCE hetdel & mis;TET2 hetdel & mis;TP53 homdel
G32831.MFE-280.json,tumor_type=UCEC;dataset=CCLE;organ=Uterus;lineage=Endometrial cells;cluster=DDT;FGFR2 mut;MLLT10 mut;PIK3CA mut;APC hetdel & mis;RB1 homdel
G32831.MFE-319.json,tumor_type=UCEC;dataset=CCLE;organ=Uterus;lineage=Endometrial cells;cluster=RT;ABL1 mut;AKT1 mut;BCL10 mut;BRAF mut;BRD4 mut;CD79B mut;CREBBP mut;ERBB2 mut;ETV5 mut;ETV6 mut;FGFR2 mut;FLT4 mut;IKZF1 mut;JAK2 mut;KAT6A mut;KDR mut;MET mut;MKL1 mut;MLLT1 mut;MYB mut;MYH11 mut;NFIB mut;NFKB2 mut;NOTCH1 mut;NUP98 mut;PAX3 mut;PAX8 mut;PDGFRB mut;PLCG1 mut;PRDM16 mut;PTPRB mut;RALGDS mut;RAP1GDS1 mut;REL mut;RHOA mut;ROS1 mut;SH2B3 mut;TET1 mut;WHSC1 mut;APC trunc;ARID1A trunc;AXIN2 trunc;EP300 trunc;ERCC5 trunc;FANCF trunc;KMT2D trunc;MAP3K13 trunc;NFE2L2 trunc;PMS2 trunc;TSC2 trunc;ARID1A hetdel & mis;ARID1B hetdel & mis;ATM hetdel & mis;AXIN2 hetdel & mis;BCOR hetdel & mis;BRCA2 hetdel & mis;CDKN2A hetdel & mis;DAXX hetdel & mis;DICER1 hetdel & mis;DNM2 hetdel & mis;EP300 hetdel & mis;FANCA hetdel & mis;FBXW7 hetdel & mis;GRIN2A hetdel & mis;IKZF1 hetdel & mis;KMT2C hetdel & mis;KMT2D hetdel & mis;MAP2K4 hetdel & mis;MAP3K1 hetdel & mis;MAP3K13 hetdel & mis;MSH2 hetdel & mis;MSH6 hetdel & mis;NCOR1 hetdel & mis;NF2 hetdel & mis;NFE2L2 hetdel & mis;NOTCH1 hetdel & mis;POT1 hetdel & mis;SMARCB1 hetdel & mis;TET2 hetdel & mis;TP53 hetdel & mis
G32831.MIA_PaCa-2.json,tumor_type=PAAD;subtype=PACA;dataset=CCLE;organ=Pancreas;lineage=Pancreatic ductal epithelium;cluster=BR;IL21R mut;KRAS mut;PTPRK mut;ARID1A trunc;ARID1A hetdel & mis;AXIN2 hetdel & mis;KMT2C hetdel & mis;MLH1 hetdel & mis;PALB2 hetdel & mis;TP53 hetdel & mis;ARID1B homdel;CDKN2A homdel;KDM6A homdel
G32831.MKN1.json,tumor_type=STAD;dataset=CCLE;organ=Stomach;lineage=Gastric columnar epithelium;cluster=INVDUP;NDRG1 mut;NFATC2 mut;NKX2-1 mut;PIK3CA mut;RBM15 mut;RSPO3 mut;BRIP1 hetdel & mis;COL2A1 hetdel & mis;ECT2L hetdel & mis;FBXW7 hetdel & mis;TP53 hetdel & mis
G32831.MONO-MAC-1.json,tumor_type=LAML;subtype=AML;dataset=CCLE;organ=Blood;lineage=Myeloid;cluster=CHROMOPLEXY;BRD4 mut;FLT3 mut;RUNX1 mut;U2AF1 mut;MAP3K1 hetdel & mis;TP53 hetdel & mis
G32831.MV-4-11.json,tumor_type=LAML;subtype=AML;dataset=CCLE;organ=Blood;lineage=Myeloid;cluster=SPARSE;WHSC1L1 mut;NBN hetdel & mis;POT1 hetdel & mis;SMARCE1 hetdel & mis
